filename,x_center,y_center,width,height,confidence
02500.jpg,0.4150664508342743,0.4822762608528137,0.13794483244419098,0.0879662036895752,0.786354660987854
02501.jpg,0.42580515146255493,0.4894883930683136,0.1353573501110077,0.12073986977338791,0.7186740040779114
02502.jpg,0.4049190878868103,0.47541534900665283,0.13506491482257843,0.13239499926567078,0.84611976146698
02503.jpg,0.3970995247364044,0.47805309295654297,0.1449921876192093,0.11510761827230453,0.848413348197937
02504.jpg,0.41399961709976196,0.49913790822029114,0.14373041689395905,0.15539854764938354,0.7041040658950806
02505.jpg,0.42098528146743774,0.4904547333717346,0.14170394837856293,0.2783130407333374,0.7428402304649353
02506.jpg,0.69698166847229,0.4297945201396942,0.04442148655653,0.08448626101016998,0.9880616664886475
02507.jpg,0.6860096454620361,0.40893080830574036,0.06632247567176819,0.10229017585515976,0.9964941143989563
02508.jpg,0.6861718893051147,0.4093412756919861,0.07820364832878113,0.09413061290979385,0.9807875156402588
02509.jpg,0.6839653849601746,0.4167952537536621,0.05254830792546272,0.12043333798646927,0.8339329361915588
02510.jpg,0.6667442321777344,0.4093215763568878,0.047052495181560516,0.1264932006597519,0.8516988754272461
02511.jpg,0.6631070375442505,0.41703474521636963,0.0580303855240345,0.09143401682376862,0.9983081817626953
02512.jpg,0.6359148621559143,0.4404403567314148,0.05875975638628006,0.07684863358736038,0.9927623867988586
02513.jpg,0.6436034440994263,0.4463011622428894,0.049336183816194534,0.09007955342531204,0.8373995423316956
02514.jpg,0.6352615356445312,0.4530063271522522,0.06818868219852448,0.09481842815876007,0.7542361617088318
02515.jpg,0.6250946521759033,0.4484249949455261,0.05965771898627281,0.08950836956501007,0.6670779585838318
02516.jpg,0.0,0.0,0.0,0.0,0.0
02517.jpg,0.645941972732544,0.4715026021003723,0.07483140379190445,0.14397865533828735,0.8145070672035217
02518.jpg,0.6323012709617615,0.4510921239852905,0.0707303062081337,0.11426884680986404,0.7122215032577515
02519.jpg,0.6296262145042419,0.4708350896835327,0.06805673241615295,0.11058250814676285,0.786569356918335
02520.jpg,0.609943151473999,0.4694961905479431,0.05883904919028282,0.15348011255264282,0.6330354809761047
02521.jpg,0.6113324761390686,0.47162410616874695,0.06092332676053047,0.22074948251247406,0.7169216871261597
02522.jpg,0.0,0.0,0.0,0.0,0.0
02523.jpg,0.8988320827484131,0.7059224843978882,0.041349638253450394,0.04213779419660568,0.5018670558929443
02524.jpg,0.903671383857727,0.7039334774017334,0.05861092731356621,0.04257947951555252,0.6735989451408386
02525.jpg,0.8960542678833008,0.7047455310821533,0.05311349034309387,0.05824168026447296,0.9299956560134888
02526.jpg,0.0,0.0,0.0,0.0,0.0
02527.jpg,0.0,0.0,0.0,0.0,0.0
02528.jpg,0.0,0.0,0.0,0.0,0.0
02529.jpg,0.0,0.0,0.0,0.0,0.0
02530.jpg,0.0,0.0,0.0,0.0,0.0
02531.jpg,0.0,0.0,0.0,0.0,0.0
02532.jpg,0.0,0.0,0.0,0.0,0.0
02533.jpg,0.0,0.0,0.0,0.0,0.0
02534.jpg,0.0,0.0,0.0,0.0,0.0
02535.jpg,0.0,0.0,0.0,0.0,0.0
02536.jpg,0.0,0.0,0.0,0.0,0.0
02537.jpg,0.0,0.0,0.0,0.0,0.0
02538.jpg,0.0,0.0,0.0,0.0,0.0
02539.jpg,0.0,0.0,0.0,0.0,0.0
02540.jpg,0.0,0.0,0.0,0.0,0.0
02541.jpg,0.0,0.0,0.0,0.0,0.0
02542.jpg,0.0,0.0,0.0,0.0,0.0
